product_id,product_name,category,current_stock,min_stock_level,last_movement_date,warehouse_name
32,Supersoaker Water Gun,Sports & Outdoors,13,5,2026-01-29,Maven Toys Campeche 1
33,Teddy Bear,Toys,12,5,2025-12-23,Maven Toys Campeche 1
34,Toy Robot,Electronics,16,5,2026-02-06,Maven Toys Campeche 1
35,Uno Card Game,Games,2,5,2025-12-15,Maven Toys Campeche 1
1,Action Figure,Toys,19,5,2025-12-16,Maven Toys Cuernavaca 1
2,Animal Figures,Toys,18,5,2026-02-17,Maven Toys Cuernavaca 1
3,Barrel O' Slime,Art & Crafts,18,5,2026-01-20,Maven Toys Cuernavaca 1
6,Colorbuds,Electronics,32,9,2026-01-07,Maven Toys Cuernavaca 1
7,Dart Gun,Sports & Outdoors,19,5,2026-01-26,Maven Toys Cuernavaca 1
8,Deck Of Cards,Games,64,19,2026-02-18,Maven Toys Cuernavaca 1
9,Dino Egg,Toys,13,5,2026-02-04,Maven Toys Cuernavaca 1
10,Dinosaur Figures,Toys,17,5,2026-01-29,Maven Toys Cuernavaca 1
11,Etch A Sketch,Art & Crafts,9,5,2025-12-26,Maven Toys Cuernavaca 1
12,Foam Disk Launcher,Sports & Outdoors,17,5,2025-11-24,Maven Toys Cuernavaca 1
13,Gamer Headphones,Electronics,2,5,2026-02-18,Maven Toys Cuernavaca 1
14,Glass Marbles,Games,18,5,2026-02-16,Maven Toys Cuernavaca 1
15,Hot Wheels 5-Pack,Toys,7,5,2026-01-29,Maven Toys Cuernavaca 1
17,Kids Makeup Kit,Art & Crafts,5,5,2026-02-13,Maven Toys Cuernavaca 1
18,Lego Bricks,Toys,34,10,2026-02-14,Maven Toys Cuernavaca 1
19,Magic Sand,Art & Crafts,51,15,2025-11-13,Maven Toys Cuernavaca 1
21,Mini Ping Pong Set,Sports & Outdoors,0,5,2025-11-28,Maven Toys Cuernavaca 1
23,Mr. Potatohead,Toys,23,6,2026-01-15,Maven Toys Cuernavaca 1
24,Nerf Gun,Sports & Outdoors,39,11,2026-01-01,Maven Toys Cuernavaca 1
25,PlayDoh Can,Art & Crafts,70,21,2026-02-05,Maven Toys Cuernavaca 1
26,PlayDoh Playset,Art & Crafts,10,5,2026-02-18,Maven Toys Cuernavaca 1
27,PlayDoh Toolkit,Art & Crafts,28,8,2025-12-08,Maven Toys Cuernavaca 1
28,Playfoam,Art & Crafts,11,5,2026-02-18,Maven Toys Cuernavaca 1
29,Plush Pony,Toys,4,5,2026-02-17,Maven Toys Cuernavaca 1
30,Rubik's Cube,Games,10,5,2026-02-11,Maven Toys Cuernavaca 1
31,Splash Balls,Sports & Outdoors,20,6,2026-01-24,Maven Toys Cuernavaca 1
32,Supersoaker Water Gun,Sports & Outdoors,4,5,2026-01-28,Maven Toys Cuernavaca 1
33,Teddy Bear,Toys,6,5,2026-01-02,Maven Toys Cuernavaca 1
34,Toy Robot,Electronics,9,5,2025-12-29,Maven Toys Cuernavaca 1
1,Action Figure,Toys,16,5,2025-11-21,Maven Toys Chetumal 1
2,Animal Figures,Toys,16,5,2025-12-26,Maven Toys Chetumal 1
3,Barrel O' Slime,Art & Crafts,44,13,2026-02-04,Maven Toys Chetumal 1
4,Chutes & Ladders,Games,8,5,2026-02-14,Maven Toys Chetumal 1
5,Classic Dominoes,Games,17,5,2026-02-17,Maven Toys Chetumal 1
6,Colorbuds,Electronics,23,6,2026-01-13,Maven Toys Chetumal 1
7,Dart Gun,Sports & Outdoors,11,5,2026-01-22,Maven Toys Chetumal 1
8,Deck Of Cards,Games,61,18,2025-11-01,Maven Toys Chetumal 1
9,Dino Egg,Toys,14,5,2026-01-20,Maven Toys Chetumal 1
10,Dinosaur Figures,Toys,17,5,2026-01-31,Maven Toys Chetumal 1
11,Etch A Sketch,Art & Crafts,8,5,2025-10-30,Maven Toys Chetumal 1
12,Foam Disk Launcher,Sports & Outdoors,10,5,2026-02-18,Maven Toys Chetumal 1
13,Gamer Headphones,Electronics,15,5,2025-12-23,Maven Toys Chetumal 1
14,Glass Marbles,Games,13,5,2026-02-09,Maven Toys Chetumal 1
15,Hot Wheels 5-Pack,Toys,11,5,2026-01-15,Maven Toys Chetumal 1
16,Jenga,Games,14,5,2026-01-10,Maven Toys Chetumal 1
17,Kids Makeup Kit,Art & Crafts,5,5,2025-12-11,Maven Toys Chetumal 1
18,Lego Bricks,Toys,20,6,2025-12-31,Maven Toys Chetumal 1
19,Magic Sand,Art & Crafts,52,15,2026-02-17,Maven Toys Chetumal 1
20,Mini Basketball Hoop,Sports & Outdoors,15,5,2026-02-17,Maven Toys Chetumal 1
21,Mini Ping Pong Set,Sports & Outdoors,15,5,2026-02-08,Maven Toys Chetumal 1
22,Monopoly,Games,4,5,2026-02-08,Maven Toys Chetumal 1
23,Mr. Potatohead,Toys,15,5,2026-01-25,Maven Toys Chetumal 1
24,Nerf Gun,Sports & Outdoors,34,10,2026-02-03,Maven Toys Chetumal 1
25,PlayDoh Can,Art & Crafts,23,6,2026-01-28,Maven Toys Chetumal 1
26,PlayDoh Playset,Art & Crafts,20,6,2026-02-15,Maven Toys Chetumal 1
27,PlayDoh Toolkit,Art & Crafts,36,10,2026-01-26,Maven Toys Chetumal 1
28,Playfoam,Art & Crafts,10,5,2026-02-16,Maven Toys Chetumal 1
29,Plush Pony,Toys,19,5,2026-02-01,Maven Toys Chetumal 1
30,Rubik's Cube,Games,45,13,2026-01-31,Maven Toys Chetumal 1
31,Splash Balls,Sports & Outdoors,13,5,2026-02-14,Maven Toys Chetumal 1
32,Supersoaker Water Gun,Sports & Outdoors,9,5,2026-02-09,Maven Toys Chetumal 1
33,Teddy Bear,Toys,5,5,2026-01-29,Maven Toys Chetumal 1
34,Toy Robot,Electronics,9,5,2026-02-14,Maven Toys Chetumal 1
35,Uno Card Game,Games,9,5,2026-01-24,Maven Toys Chetumal 1
1,Action Figure,Toys,0,5,2026-01-03,Maven Toys Mexicali 2
2,Animal Figures,Toys,2,5,2026-02-06,Maven Toys Mexicali 2
3,Barrel O' Slime,Art & Crafts,3,5,2026-01-24,Maven Toys Mexicali 2
6,Colorbuds,Electronics,14,5,2025-12-26,Maven Toys Mexicali 2
7,Dart Gun,Sports & Outdoors,16,5,2026-01-26,Maven Toys Mexicali 2
8,Deck Of Cards,Games,66,19,2026-01-04,Maven Toys Mexicali 2
9,Dino Egg,Toys,0,5,2026-01-24,Maven Toys Mexicali 2
10,Dinosaur Figures,Toys,84,25,2026-01-12,Maven Toys Mexicali 2
11,Etch A Sketch,Art & Crafts,0,5,2025-12-22,Maven Toys Mexicali 2
12,Foam Disk Launcher,Sports & Outdoors,0,5,2025-11-04,Maven Toys Mexicali 2
13,Gamer Headphones,Electronics,14,5,2026-01-28,Maven Toys Mexicali 2
14,Glass Marbles,Games,21,6,2026-01-22,Maven Toys Mexicali 2
15,Hot Wheels 5-Pack,Toys,27,8,2026-01-26,Maven Toys Mexicali 2
17,Kids Makeup Kit,Art & Crafts,9,5,2025-12-25,Maven Toys Mexicali 2
18,Lego Bricks,Toys,47,14,2026-01-26,Maven Toys Mexicali 2
19,Magic Sand,Art & Crafts,49,14,2026-02-16,Maven Toys Mexicali 2
21,Mini Ping Pong Set,Sports & Outdoors,9,5,2026-01-06,Maven Toys Mexicali 2
23,Mr. Potatohead,Toys,6,5,2025-12-23,Maven Toys Mexicali 2
24,Nerf Gun,Sports & Outdoors,24,7,2026-01-24,Maven Toys Mexicali 2
25,PlayDoh Can,Art & Crafts,37,11,2026-01-31,Maven Toys Mexicali 2
26,PlayDoh Playset,Art & Crafts,2,5,2026-01-25,Maven Toys Mexicali 2
27,PlayDoh Toolkit,Art & Crafts,56,16,2025-12-23,Maven Toys Mexicali 2
28,Playfoam,Art & Crafts,0,5,2026-01-25,Maven Toys Mexicali 2
29,Plush Pony,Toys,3,5,2025-12-29,Maven Toys Mexicali 2
30,Rubik's Cube,Games,17,5,2026-02-07,Maven Toys Mexicali 2
31,Splash Balls,Sports & Outdoors,24,7,2026-02-06,Maven Toys Mexicali 2
32,Supersoaker Water Gun,Sports & Outdoors,7,5,2026-02-15,Maven Toys Mexicali 2
33,Teddy Bear,Toys,3,5,2026-02-10,Maven Toys Mexicali 2
34,Toy Robot,Electronics,3,5,2026-02-04,Maven Toys Mexicali 2
1,Action Figure,Toys,21,6,2026-01-28,Maven Toys Guanajuato 1
2,Animal Figures,Toys,5,5,2026-02-11,Maven Toys Guanajuato 1
3,Barrel O' Slime,Art & Crafts,22,6,2026-02-07,Maven Toys Guanajuato 1
6,Colorbuds,Electronics,18,5,2026-02-10,Maven Toys Guanajuato 1
7,Dart Gun,Sports & Outdoors,13,5,2026-01-30,Maven Toys Guanajuato 1
8,Deck Of Cards,Games,57,17,2026-02-17,Maven Toys Guanajuato 1
9,Dino Egg,Toys,10,5,2026-01-23,Maven Toys Guanajuato 1
10,Dinosaur Figures,Toys,32,9,2025-11-14,Maven Toys Guanajuato 1
11,Etch A Sketch,Art & Crafts,10,5,2025-10-29,Maven Toys Guanajuato 1
12,Foam Disk Launcher,Sports & Outdoors,2,5,2026-02-13,Maven Toys Guanajuato 1
13,Gamer Headphones,Electronics,14,5,2026-02-03,Maven Toys Guanajuato 1
14,Glass Marbles,Games,4,5,2026-02-08,Maven Toys Guanajuato 1
15,Hot Wheels 5-Pack,Toys,0,5,2026-01-20,Maven Toys Guanajuato 1
17,Kids Makeup Kit,Art & Crafts,14,5,2026-01-27,Maven Toys Guanajuato 1
18,Lego Bricks,Toys,7,5,2026-01-17,Maven Toys Guanajuato 1
19,Magic Sand,Art & Crafts,23,6,2026-02-11,Maven Toys Guanajuato 1
21,Mini Ping Pong Set,Sports & Outdoors,0,5,2026-01-26,Maven Toys Guanajuato 1
23,Mr. Potatohead,Toys,4,5,2026-02-17,Maven Toys Guanajuato 1
24,Nerf Gun,Sports & Outdoors,10,5,2026-02-08,Maven Toys Guanajuato 1
25,PlayDoh Can,Art & Crafts,15,5,2026-01-14,Maven Toys Guanajuato 1
26,PlayDoh Playset,Art & Crafts,3,5,2025-11-21,Maven Toys Guanajuato 1
27,PlayDoh Toolkit,Art & Crafts,34,10,2026-01-31,Maven Toys Guanajuato 1
28,Playfoam,Art & Crafts,22,6,2026-01-18,Maven Toys Guanajuato 1
29,Plush Pony,Toys,0,5,2026-02-11,Maven Toys Guanajuato 1
30,Rubik's Cube,Games,10,5,2026-02-06,Maven Toys Guanajuato 1
31,Splash Balls,Sports & Outdoors,5,5,2026-01-14,Maven Toys Guanajuato 1
32,Supersoaker Water Gun,Sports & Outdoors,2,5,2025-12-17,Maven Toys Guanajuato 1
33,Teddy Bear,Toys,2,5,2026-02-18,Maven Toys Guanajuato 1
34,Toy Robot,Electronics,8,5,2026-01-08,Maven Toys Guanajuato 1
1,Action Figure,Toys,24,7,2026-01-24,Maven Toys Tuxtla Gutierrez 1
2,Animal Figures,Toys,5,5,2026-01-14,Maven Toys Tuxtla Gutierrez 1
3,Barrel O' Slime,Art & Crafts,3,5,2026-02-08,Maven Toys Tuxtla Gutierrez 1
6,Colorbuds,Electronics,29,8,2025-12-08,Maven Toys Tuxtla Gutierrez 1
7,Dart Gun,Sports & Outdoors,10,5,2026-02-18,Maven Toys Tuxtla Gutierrez 1
8,Deck Of Cards,Games,40,12,2026-01-26,Maven Toys Tuxtla Gutierrez 1
9,Dino Egg,Toys,26,7,2026-01-27,Maven Toys Tuxtla Gutierrez 1
10,Dinosaur Figures,Toys,39,11,2026-02-17,Maven Toys Tuxtla Gutierrez 1
11,Etch A Sketch,Art & Crafts,28,8,2026-02-17,Maven Toys Tuxtla Gutierrez 1
12,Foam Disk Launcher,Sports & Outdoors,0,5,2026-02-14,Maven Toys Tuxtla Gutierrez 1
13,Gamer Headphones,Electronics,13,5,2026-02-10,Maven Toys Tuxtla Gutierrez 1
14,Glass Marbles,Games,20,6,2026-01-26,Maven Toys Tuxtla Gutierrez 1
15,Hot Wheels 5-Pack,Toys,2,5,2026-02-16,Maven Toys Tuxtla Gutierrez 1
17,Kids Makeup Kit,Art & Crafts,24,7,2026-02-02,Maven Toys Tuxtla Gutierrez 1
18,Lego Bricks,Toys,34,10,2025-12-23,Maven Toys Tuxtla Gutierrez 1
19,Magic Sand,Art & Crafts,63,18,2025-12-07,Maven Toys Tuxtla Gutierrez 1
21,Mini Ping Pong Set,Sports & Outdoors,12,5,2025-12-10,Maven Toys Tuxtla Gutierrez 1
23,Mr. Potatohead,Toys,18,5,2025-12-09,Maven Toys Tuxtla Gutierrez 1
24,Nerf Gun,Sports & Outdoors,35,10,2026-02-18,Maven Toys Tuxtla Gutierrez 1
25,PlayDoh Can,Art & Crafts,43,12,2025-12-29,Maven Toys Tuxtla Gutierrez 1
26,PlayDoh Playset,Art & Crafts,17,5,2026-01-21,Maven Toys Tuxtla Gutierrez 1
27,PlayDoh Toolkit,Art & Crafts,26,7,2026-02-10,Maven Toys Tuxtla Gutierrez 1
28,Playfoam,Art & Crafts,2,5,2025-12-23,Maven Toys Tuxtla Gutierrez 1
29,Plush Pony,Toys,13,5,2026-01-29,Maven Toys Tuxtla Gutierrez 1
30,Rubik's Cube,Games,13,5,2026-01-31,Maven Toys Tuxtla Gutierrez 1
31,Splash Balls,Sports & Outdoors,4,5,2026-01-24,Maven Toys Tuxtla Gutierrez 1
32,Supersoaker Water Gun,Sports & Outdoors,16,5,2025-11-26,Maven Toys Tuxtla Gutierrez 1
33,Teddy Bear,Toys,8,5,2025-12-26,Maven Toys Tuxtla Gutierrez 1
34,Toy Robot,Electronics,7,5,2026-02-11,Maven Toys Tuxtla Gutierrez 1
1,Action Figure,Toys,13,5,2026-02-05,Maven Toys San Luis Potosi 1
2,Animal Figures,Toys,28,8,2025-12-22,Maven Toys San Luis Potosi 1
3,Barrel O' Slime,Art & Crafts,37,11,2026-01-27,Maven Toys San Luis Potosi 1
4,Chutes & Ladders,Games,7,5,2026-02-18,Maven Toys San Luis Potosi 1
5,Classic Dominoes,Games,14,5,2026-02-18,Maven Toys San Luis Potosi 1
6,Colorbuds,Electronics,27,8,2026-02-17,Maven Toys San Luis Potosi 1
7,Dart Gun,Sports & Outdoors,19,5,2026-02-11,Maven Toys San Luis Potosi 1
8,Deck Of Cards,Games,18,5,2026-02-12,Maven Toys San Luis Potosi 1
9,Dino Egg,Toys,8,5,2026-02-13,Maven Toys San Luis Potosi 1
10,Dinosaur Figures,Toys,43,12,2026-01-31,Maven Toys San Luis Potosi 1
11,Etch A Sketch,Art & Crafts,12,5,2026-01-30,Maven Toys San Luis Potosi 1
12,Foam Disk Launcher,Sports & Outdoors,12,5,2025-12-22,Maven Toys San Luis Potosi 1
13,Gamer Headphones,Electronics,5,5,2026-01-20,Maven Toys San Luis Potosi 1
14,Glass Marbles,Games,19,5,2026-01-16,Maven Toys San Luis Potosi 1
15,Hot Wheels 5-Pack,Toys,1,5,2025-10-25,Maven Toys San Luis Potosi 1
16,Jenga,Games,14,5,2026-02-14,Maven Toys San Luis Potosi 1
17,Kids Makeup Kit,Art & Crafts,14,5,2026-01-19,Maven Toys San Luis Potosi 1
18,Lego Bricks,Toys,27,8,2026-01-28,Maven Toys San Luis Potosi 1
19,Magic Sand,Art & Crafts,29,8,2026-01-15,Maven Toys San Luis Potosi 1
20,Mini Basketball Hoop,Sports & Outdoors,2,5,2026-01-19,Maven Toys San Luis Potosi 1
21,Mini Ping Pong Set,Sports & Outdoors,54,16,2026-02-06,Maven Toys San Luis Potosi 1
22,Monopoly,Games,9,5,2026-02-15,Maven Toys San Luis Potosi 1
23,Mr. Potatohead,Toys,2,5,2026-01-30,Maven Toys San Luis Potosi 1
24,Nerf Gun,Sports & Outdoors,6,5,2026-01-21,Maven Toys San Luis Potosi 1
25,PlayDoh Can,Art & Crafts,37,11,2026-01-21,Maven Toys San Luis Potosi 1
26,PlayDoh Playset,Art & Crafts,19,5,2026-02-07,Maven Toys San Luis Potosi 1
27,PlayDoh Toolkit,Art & Crafts,15,5,2025-12-24,Maven Toys San Luis Potosi 1
28,Playfoam,Art & Crafts,0,5,2026-01-31,Maven Toys San Luis Potosi 1
29,Plush Pony,Toys,7,5,2026-01-24,Maven Toys San Luis Potosi 1
30,Rubik's Cube,Games,49,14,2026-02-14,Maven Toys San Luis Potosi 1
31,Splash Balls,Sports & Outdoors,14,5,2025-12-21,Maven Toys San Luis Potosi 1
32,Supersoaker Water Gun,Sports & Outdoors,7,5,2025-11-13,Maven Toys San Luis Potosi 1
33,Teddy Bear,Toys,6,5,2026-01-27,Maven Toys San Luis Potosi 1
34,Toy Robot,Electronics,2,5,2026-02-05,Maven Toys San Luis Potosi 1
35,Uno Card Game,Games,6,5,2026-01-24,Maven Toys San Luis Potosi 1
1,Action Figure,Toys,22,6,2026-01-20,Maven Toys Toluca 1
2,Animal Figures,Toys,15,5,2026-02-18,Maven Toys Toluca 1
3,Barrel O' Slime,Art & Crafts,8,5,2026-01-22,Maven Toys Toluca 1
6,Colorbuds,Electronics,16,5,2026-02-07,Maven Toys Toluca 1
7,Dart Gun,Sports & Outdoors,20,6,2026-02-15,Maven Toys Toluca 1
8,Deck Of Cards,Games,20,6,2026-01-15,Maven Toys Toluca 1
9,Dino Egg,Toys,7,5,2026-01-10,Maven Toys Toluca 1
10,Dinosaur Figures,Toys,67,20,2025-12-25,Maven Toys Toluca 1
11,Etch A Sketch,Art & Crafts,6,5,2026-01-31,Maven Toys Toluca 1
12,Foam Disk Launcher,Sports & Outdoors,10,5,2026-01-12,Maven Toys Toluca 1
13,Gamer Headphones,Electronics,16,5,2026-01-09,Maven Toys Toluca 1
14,Glass Marbles,Games,4,5,2026-02-05,Maven Toys Toluca 1
15,Hot Wheels 5-Pack,Toys,11,5,2026-01-24,Maven Toys Toluca 1
17,Kids Makeup Kit,Art & Crafts,27,8,2025-12-29,Maven Toys Toluca 1
18,Lego Bricks,Toys,27,8,2026-01-19,Maven Toys Toluca 1
19,Magic Sand,Art & Crafts,53,15,2025-12-28,Maven Toys Toluca 1
21,Mini Ping Pong Set,Sports & Outdoors,27,8,2026-02-04,Maven Toys Toluca 1
23,Mr. Potatohead,Toys,13,5,2026-02-10,Maven Toys Toluca 1
24,Nerf Gun,Sports & Outdoors,27,8,2026-01-10,Maven Toys Toluca 1
25,PlayDoh Can,Art & Crafts,59,17,2025-12-30,Maven Toys Toluca 1
26,PlayDoh Playset,Art & Crafts,25,7,2026-02-16,Maven Toys Toluca 1
27,PlayDoh Toolkit,Art & Crafts,12,5,2026-01-25,Maven Toys Toluca 1
28,Playfoam,Art & Crafts,3,5,2026-01-14,Maven Toys Toluca 1
29,Plush Pony,Toys,16,5,2026-02-01,Maven Toys Toluca 1
30,Rubik's Cube,Games,22,6,2026-01-23,Maven Toys Toluca 1
31,Splash Balls,Sports & Outdoors,20,6,2026-02-08,Maven Toys Toluca 1
32,Supersoaker Water Gun,Sports & Outdoors,15,5,2026-01-23,Maven Toys Toluca 1
33,Teddy Bear,Toys,27,8,2026-01-26,Maven Toys Toluca 1
34,Toy Robot,Electronics,11,5,2026-01-30,Maven Toys Toluca 1
1,Action Figure,Toys,1,5,2026-01-26,Maven Toys Merida 1
2,Animal Figures,Toys,12,5,2026-01-21,Maven Toys Merida 1
3,Barrel O' Slime,Art & Crafts,64,19,2026-01-28,Maven Toys Merida 1
4,Chutes & Ladders,Games,10,5,2026-02-01,Maven Toys Merida 1
5,Classic Dominoes,Games,7,5,2026-02-12,Maven Toys Merida 1
6,Colorbuds,Electronics,22,6,2025-11-10,Maven Toys Merida 1
7,Dart Gun,Sports & Outdoors,16,5,2026-01-28,Maven Toys Merida 1
8,Deck Of Cards,Games,52,15,2025-12-22,Maven Toys Merida 1
9,Dino Egg,Toys,50,15,2026-02-12,Maven Toys Merida 1
10,Dinosaur Figures,Toys,16,5,2026-02-06,Maven Toys Merida 1
11,Etch A Sketch,Art & Crafts,12,5,2026-01-31,Maven Toys Merida 1
12,Foam Disk Launcher,Sports & Outdoors,3,5,2026-01-31,Maven Toys Merida 1
13,Gamer Headphones,Electronics,30,9,2026-01-20,Maven Toys Merida 1
14,Glass Marbles,Games,67,20,2026-02-06,Maven Toys Merida 1
15,Hot Wheels 5-Pack,Toys,5,5,2026-02-03,Maven Toys Merida 1
16,Jenga,Games,10,5,2026-02-01,Maven Toys Merida 1
17,Kids Makeup Kit,Art & Crafts,19,5,2026-01-31,Maven Toys Merida 1
18,Lego Bricks,Toys,29,8,2026-02-17,Maven Toys Merida 1
19,Magic Sand,Art & Crafts,15,5,2026-02-02,Maven Toys Merida 1
20,Mini Basketball Hoop,Sports & Outdoors,3,5,2026-02-13,Maven Toys Merida 1
21,Mini Ping Pong Set,Sports & Outdoors,29,8,2026-01-16,Maven Toys Merida 1
22,Monopoly,Games,18,5,2026-01-21,Maven Toys Merida 1
23,Mr. Potatohead,Toys,16,5,2026-02-16,Maven Toys Merida 1
24,Nerf Gun,Sports & Outdoors,26,7,2026-02-09,Maven Toys Merida 1
25,PlayDoh Can,Art & Crafts,74,22,2026-01-18,Maven Toys Merida 1
26,PlayDoh Playset,Art & Crafts,2,5,2026-01-27,Maven Toys Merida 1
27,PlayDoh Toolkit,Art & Crafts,40,12,2025-11-19,Maven Toys Merida 1
28,Playfoam,Art & Crafts,0,5,2025-12-22,Maven Toys Merida 1
29,Plush Pony,Toys,28,8,2026-01-25,Maven Toys Merida 1
30,Rubik's Cube,Games,15,5,2026-01-26,Maven Toys Merida 1
31,Splash Balls,Sports & Outdoors,4,5,2026-01-21,Maven Toys Merida 1
32,Supersoaker Water Gun,Sports & Outdoors,9,5,2026-01-25,Maven Toys Merida 1
33,Teddy Bear,Toys,9,5,2026-01-17,Maven Toys Merida 1
34,Toy Robot,Electronics,8,5,2025-12-23,Maven Toys Merida 1
35,Uno Card Game,Games,10,5,2026-02-17,Maven Toys Merida 1
1,Action Figure,Toys,5,5,2025-12-27,Maven Toys Puebla 1
2,Animal Figures,Toys,14,5,2025-12-27,Maven Toys Puebla 1
3,Barrel O' Slime,Art & Crafts,7,5,2026-01-04,Maven Toys Puebla 1
4,Chutes & Ladders,Games,18,5,2026-02-14,Maven Toys Puebla 1
5,Classic Dominoes,Games,17,5,2026-02-05,Maven Toys Puebla 1
6,Colorbuds,Electronics,11,5,2026-02-03,Maven Toys Puebla 1
7,Dart Gun,Sports & Outdoors,16,5,2026-02-09,Maven Toys Puebla 1
8,Deck Of Cards,Games,84,25,2026-01-27,Maven Toys Puebla 1
9,Dino Egg,Toys,8,5,2026-01-04,Maven Toys Puebla 1
10,Dinosaur Figures,Toys,45,13,2026-02-15,Maven Toys Puebla 1
11,Etch A Sketch,Art & Crafts,0,5,2026-02-01,Maven Toys Puebla 1
12,Foam Disk Launcher,Sports & Outdoors,3,5,2026-01-05,Maven Toys Puebla 1
13,Gamer Headphones,Electronics,7,5,2026-02-08,Maven Toys Puebla 1
14,Glass Marbles,Games,4,5,2026-02-17,Maven Toys Puebla 1
15,Hot Wheels 5-Pack,Toys,0,5,2026-01-27,Maven Toys Puebla 1
16,Jenga,Games,2,5,2026-02-14,Maven Toys Puebla 1
17,Kids Makeup Kit,Art & Crafts,5,5,2026-01-20,Maven Toys Puebla 1
18,Lego Bricks,Toys,19,5,2026-01-29,Maven Toys Puebla 1
19,Magic Sand,Art & Crafts,37,11,2026-01-30,Maven Toys Puebla 1
20,Mini Basketball Hoop,Sports & Outdoors,11,5,2025-11-07,Maven Toys Puebla 1
21,Mini Ping Pong Set,Sports & Outdoors,24,7,2026-02-09,Maven Toys Puebla 1
22,Monopoly,Games,3,5,2026-01-23,Maven Toys Puebla 1
23,Mr. Potatohead,Toys,10,5,2026-01-03,Maven Toys Puebla 1
24,Nerf Gun,Sports & Outdoors,16,5,2026-02-02,Maven Toys Puebla 1
25,PlayDoh Can,Art & Crafts,18,5,2026-02-11,Maven Toys Puebla 1
26,PlayDoh Playset,Art & Crafts,5,5,2026-01-25,Maven Toys Puebla 1
27,PlayDoh Toolkit,Art & Crafts,27,8,2026-01-28,Maven Toys Puebla 1
28,Playfoam,Art & Crafts,6,5,2026-02-05,Maven Toys Puebla 1
29,Plush Pony,Toys,29,8,2025-10-24,Maven Toys Puebla 1
30,Rubik's Cube,Games,7,5,2025-11-17,Maven Toys Puebla 1
31,Splash Balls,Sports & Outdoors,4,5,2026-02-08,Maven Toys Puebla 1
32,Supersoaker Water Gun,Sports & Outdoors,5,5,2025-12-30,Maven Toys Puebla 1
33,Teddy Bear,Toys,0,5,2026-01-11,Maven Toys Puebla 1
34,Toy Robot,Electronics,15,5,2026-02-02,Maven Toys Puebla 1
35,Uno Card Game,Games,14,5,2026-02-13,Maven Toys Puebla 1
1,Action Figure,Toys,38,11,2025-12-28,Maven Toys Zacatecas 1
2,Animal Figures,Toys,2,5,2026-01-28,Maven Toys Zacatecas 1
3,Barrel O' Slime,Art & Crafts,24,7,2026-01-25,Maven Toys Zacatecas 1
6,Colorbuds,Electronics,4,5,2026-01-23,Maven Toys Zacatecas 1
7,Dart Gun,Sports & Outdoors,9,5,2026-02-07,Maven Toys Zacatecas 1
8,Deck Of Cards,Games,26,7,2026-01-29,Maven Toys Zacatecas 1
9,Dino Egg,Toys,9,5,2026-02-06,Maven Toys Zacatecas 1
10,Dinosaur Figures,Toys,34,10,2025-12-30,Maven Toys Zacatecas 1
11,Etch A Sketch,Art & Crafts,3,5,2026-01-24,Maven Toys Zacatecas 1
12,Foam Disk Launcher,Sports & Outdoors,4,5,2026-02-17,Maven Toys Zacatecas 1
13,Gamer Headphones,Electronics,11,5,2026-02-08,Maven Toys Zacatecas 1
14,Glass Marbles,Games,6,5,2026-01-29,Maven Toys Zacatecas 1
15,Hot Wheels 5-Pack,Toys,36,10,2026-01-24,Maven Toys Zacatecas 1
17,Kids Makeup Kit,Art & Crafts,23,6,2026-02-08,Maven Toys Zacatecas 1
18,Lego Bricks,Toys,8,5,2026-02-15,Maven Toys Zacatecas 1
19,Magic Sand,Art & Crafts,2,5,2026-01-13,Maven Toys Zacatecas 1
21,Mini Ping Pong Set,Sports & Outdoors,0,5,2026-01-28,Maven Toys Zacatecas 1
23,Mr. Potatohead,Toys,12,5,2026-02-04,Maven Toys Zacatecas 1
24,Nerf Gun,Sports & Outdoors,18,5,2025-11-29,Maven Toys Zacatecas 1
25,PlayDoh Can,Art & Crafts,92,27,2026-01-19,Maven Toys Zacatecas 1
26,PlayDoh Playset,Art & Crafts,12,5,2026-02-04,Maven Toys Zacatecas 1
27,PlayDoh Toolkit,Art & Crafts,12,5,2026-02-16,Maven Toys Zacatecas 1
28,Playfoam,Art & Crafts,3,5,2026-01-03,Maven Toys Zacatecas 1
29,Plush Pony,Toys,9,5,2026-02-06,Maven Toys Zacatecas 1
30,Rubik's Cube,Games,17,5,2026-02-10,Maven Toys Zacatecas 1
31,Splash Balls,Sports & Outdoors,10,5,2025-12-30,Maven Toys Zacatecas 1
32,Supersoaker Water Gun,Sports & Outdoors,9,5,2026-02-11,Maven Toys Zacatecas 1
33,Teddy Bear,Toys,28,8,2025-12-26,Maven Toys Zacatecas 1
34,Toy Robot,Electronics,19,5,2026-01-12,Maven Toys Zacatecas 1
1,Action Figure,Toys,7,5,2026-02-12,Maven Toys Santiago 1
2,Animal Figures,Toys,24,7,2026-02-01,Maven Toys Santiago 1
3,Barrel O' Slime,Art & Crafts,74,22,2026-01-08,Maven Toys Santiago 1
6,Colorbuds,Electronics,10,5,2025-11-13,Maven Toys Santiago 1
7,Dart Gun,Sports & Outdoors,8,5,2026-01-31,Maven Toys Santiago 1
8,Deck Of Cards,Games,11,5,2026-01-23,Maven Toys Santiago 1
9,Dino Egg,Toys,26,7,2025-12-04,Maven Toys Santiago 1
10,Dinosaur Figures,Toys,13,5,2025-10-27,Maven Toys Santiago 1
